Column1,speler_code,team_naam,meting,Staande.lengte,Zittende.lengte,Beenlengte,Zithoogte,Gewicht,Maturity.Offset,Balance.Beam.6cm,Balance.Beam.4.5cm,Balance.Beam.3cm,Balance.beam.totaal,Zijwaarts.springen.1,Zijwaarts.springen.2,Zijwaarts.springen.totaal,Zijwaarts.verplaatsen.1,Zijwaarts.verplaatsen.2,Zijwaarts.verplaatsen.totaal,Oog.hand.coordinatie.1,Oog.hand.coordinatie.2,Oog.hand.coordinatie.Totaal,X10.meter.sprint.1,X10.meter.sprint.2,X10.meter.sprint.beste,X20.meter.sprint.1,X20.meter.sprint.2,X20.meter.sprint.beste,X30.meter.sprint.1,X30.meter.sprint.2,X30.meter.sprint.beste,CoD.links.1,CoD.links.2,CoD.links.beste,CoD.rechts.1,CoD.rechts.2,CoD.rechts.beste,Vertesprong.1,Vertesprong.2,Vertesprong.beste,club_code,datum,geboortedatum
940,t5R4w,Onder 17,2e meting,161.7,125.4,77.8,83.9,46.4,1.09,23.0,12.0,13.0,68.0,59.0,56.0,118.0,29.0,32.0,62.0,33.0,42.0,76.0,1.85,1.84,1.87,2.96,3.23,3.12,4.34,4.48,4.08,8.47,7.2,7.72,7.2,7.8,8.98,2.07,1.92,2.43,EoYnc,2018-04-05,2001-08-31
941,TIYRW,Onder 13,1e meting,168.5,124.0,86.0,82.5,58.9,-1.15,26.0,15.0,12.0,53.0,46.0,45.0,77.0,32.0,32.0,39.0,22.0,30.0,58.0,2.09,2.11,1.87,3.57,3.95,3.06,4.92,4.67,4.81,8.58,9.24,9.29,9.37,8.95,8.34,1.76,1.94,1.61,EoYnc,2013-10-05,2001-11-29
942,TIYRW,Onder 13,2e meting,169.9,125.7,85.7,84.2,62.4,-0.7,23.0,32.0,15.0,44.0,50.0,44.0,51.0,24.0,29.0,54.0,38.0,27.0,75.0,2.03,2.06,1.99,3.23,3.75,3.88,4.61,5.19,5.06,8.69,8.79,8.74,8.67,8.86,9.16,1.67,2.2,1.68,EoYnc,2014-04-05,2001-11-29
943,TIYRW,Onder 14,1e meting,171.5,126.9,86.1,85.4,66.1,-0.28,20.0,27.0,6.0,54.0,57.0,50.0,106.0,26.0,26.0,58.0,19.0,46.0,48.0,2.26,2.05,1.96,3.4,3.15,3.22,4.56,4.41,4.74,8.03,8.42,8.21,8.57,8.26,8.99,2.0,1.71,1.96,EoYnc,2014-10-05,2001-11-29
944,TIYRW,Onder 14,2e meting,171.5,127.2,85.8,85.7,65.9,-0.01,28.0,16.0,19.0,61.0,53.0,52.0,91.0,19.0,26.0,54.0,30.0,29.0,60.0,1.94,1.91,2.08,3.64,3.46,3.25,4.94,5.06,5.03,8.87,8.31,8.2,8.56,8.75,9.67,1.82,1.99,1.85,EoYnc,2015-04-05,2001-11-29
945,TIYRW,Onder 15,1e meting,173.5,128.0,87.0,86.5,65.4,0.31,24.0,19.0,10.0,51.0,49.0,51.0,109.0,31.0,33.0,62.0,36.0,42.0,76.0,1.83,1.92,2.03,3.18,3.06,3.24,4.39,4.43,4.76,7.84,8.61,8.39,8.35,8.31,8.54,2.22,2.11,2.21,EoYnc,2015-10-05,2001-11-29
946,TIYRW,Onder 15,2e meting,173.9,129.5,85.9,88.0,65.0,0.73,21.0,24.0,15.0,62.0,63.0,54.0,134.0,30.0,36.0,63.0,26.0,32.0,60.0,2.01,2.15,2.06,3.34,3.33,3.42,4.44,5.05,4.35,8.48,8.05,8.46,8.95,7.79,8.68,2.05,2.25,1.94,EoYnc,2016-04-05,2001-11-29
947,TIYRW,Onder 16,1e meting,175.4,130.0,86.9,88.5,65.1,1.03,25.0,24.0,6.0,64.0,59.0,60.0,102.0,24.0,32.0,56.0,38.0,39.0,84.0,1.9,2.18,2.02,3.27,3.18,3.32,4.5,4.56,5.28,8.47,7.85,8.66,7.95,8.2,7.31,1.98,2.29,1.82,EoYnc,2016-10-05,2001-11-29
948,TIYRW,Onder 16,2e meting,175.9,131.9,85.5,90.4,66.0,1.55,23.0,24.0,17.0,55.0,54.0,54.0,97.0,26.0,30.0,58.0,25.0,35.0,78.0,2.02,2.09,1.74,3.29,3.24,3.11,4.4,4.62,4.45,8.34,7.34,6.07,9.02,7.8,7.01,2.05,2.29,1.99,EoYnc,2017-04-05,2001-11-29
949,TIYRW,Onder 17,1e meting,177.1,132.3,86.4,90.8,66.2,1.85,22.0,17.0,10.0,44.0,61.0,57.0,114.0,32.0,31.0,63.0,37.0,38.0,96.0,1.89,2.03,1.72,3.23,3.14,3.23,4.23,4.04,4.28,7.9,8.18,7.77,9.26,8.14,7.91,1.98,2.01,2.18,EoYnc,2017-10-05,2001-11-29
950,TIYRW,Onder 17,2e meting,178.2,133.3,86.4,91.8,65.8,2.24,23.0,20.0,18.0,78.0,48.0,61.0,86.0,29.0,39.0,59.0,34.0,38.0,64.0,1.94,1.93,1.93,3.23,3.03,3.21,4.29,4.47,4.07,8.18,7.51,8.58,7.59,7.93,7.73,2.11,2.12,2.3,EoYnc,2018-04-05,2001-11-29
951,tT5te,Onder 13,1e meting,170.9,131.2,81.2,89.7,68.3,0.1,20.0,21.0,15.0,65.0,52.0,55.0,3.0,33.0,25.0,46.0,38.0,23.0,58.0,2.01,2.03,2.26,3.71,3.61,3.42,4.67,5.54,4.26,8.8,8.56,8.71,8.78,8.52,9.24,1.8,1.88,1.73,EoYnc,2013-10-05,2001-03-07
952,tT5te,Onder 13,2e meting,172.2,132.3,81.4,90.8,71.5,0.52,19.0,16.0,14.0,47.0,53.0,38.0,72.0,20.0,21.0,59.0,25.0,30.0,58.0,2.07,2.0,1.96,3.6,3.71,3.2,5.07,5.17,5.02,9.55,8.29,8.79,8.5,8.65,8.14,1.88,1.95,2.0,EoYnc,2014-04-05,2001-03-07
953,tT5te,Onder 14,1e meting,172.9,134.2,80.3,92.7,74.4,1.04,18.0,16.0,9.0,76.0,38.0,63.0,101.0,23.0,32.0,65.0,33.0,31.0,55.0,2.05,1.83,1.96,3.57,3.35,3.33,4.67,4.55,4.61,9.34,8.51,9.12,8.95,9.06,8.86,1.66,2.11,1.89,EoYnc,2014-10-05,2001-03-07
954,tT5te,Onder 14,2e meting,174.3,135.0,80.8,93.5,76.1,1.42,24.0,17.0,14.0,53.0,46.0,59.0,91.0,25.0,26.0,60.0,26.0,31.0,59.0,2.07,2.19,1.84,3.41,3.5,3.24,4.99,4.99,5.03,8.51,8.73,9.02,8.4,9.22,7.97,1.79,1.75,1.79,EoYnc,2015-04-05,2001-03-07
955,tT5te,Onder 15,1e meting,175.4,135.8,81.1,94.3,76.3,1.79,23.0,14.0,13.0,69.0,50.0,56.0,123.0,23.0,36.0,50.0,32.0,41.0,74.0,1.81,2.05,1.94,3.17,3.17,3.34,4.45,4.93,4.41,8.54,8.33,7.48,8.42,8.52,7.61,2.06,2.08,2.3,EoYnc,2015-10-05,2001-03-07
956,tT5te,Onder 15,2e meting,176.6,137.1,81.0,95.6,76.1,2.22,20.0,20.0,1.0,45.0,35.0,54.0,102.0,35.0,30.0,59.0,17.0,30.0,55.0,2.05,2.03,1.82,3.38,3.46,3.46,4.87,4.34,4.4,7.98,9.08,8.74,8.16,8.59,8.66,2.17,1.93,1.95,EoYnc,2016-04-05,2001-03-07
957,tT5te,Onder 16,1e meting,177.1,137.2,81.3,95.7,75.6,2.5,25.0,21.0,24.0,70.0,68.0,43.0,91.0,36.0,29.0,42.0,33.0,27.0,73.0,2.01,1.93,1.9,3.19,3.32,2.89,4.33,4.1,3.98,8.54,8.59,8.64,8.55,8.26,8.44,1.71,2.0,2.46,EoYnc,2016-10-05,2001-03-07
958,tT5te,Onder 16,2e meting,178.4,138.4,81.4,96.9,74.9,2.93,23.0,21.0,19.0,56.0,52.0,46.0,71.0,22.0,38.0,50.0,40.0,48.0,66.0,1.96,1.96,1.7,3.3,3.15,3.14,4.88,4.48,4.22,8.28,8.38,8.08,8.26,7.99,8.28,2.04,1.96,2.38,EoYnc,2017-04-05,2001-03-07
959,tT5te,Onder 17,1e meting,179.6,139.3,81.8,97.8,76.2,3.35,25.0,28.0,16.0,45.0,57.0,43.0,98.0,34.0,26.0,65.0,42.0,40.0,72.0,2.04,2.15,1.92,3.17,3.18,3.08,4.86,4.47,4.72,7.94,7.89,7.97,8.22,7.78,8.1,2.3,2.1,2.15,EoYnc,2017-10-05,2001-03-07
960,tT5te,Onder 17,2e meting,180.3,140.4,81.4,98.9,75.1,3.78,23.0,23.0,23.0,44.0,55.0,63.0,104.0,25.0,40.0,45.0,44.0,49.0,84.0,1.63,1.97,1.9,3.48,3.37,3.29,4.15,4.32,3.79,8.22,7.31,8.21,7.22,8.83,7.44,2.23,1.82,2.22,EoYnc,2018-04-05,2001-03-07
961,tv4Ov,Onder 13,1e meting,182.5,137.9,86.1,96.4,65.7,0.34,19.0,9.0,11.0,56.0,43.0,56.0,121.0,19.0,32.0,47.0,26.0,34.0,69.0,1.92,1.96,2.17,3.58,3.72,3.27,5.08,5.21,5.13,8.95,8.45,8.77,8.79,8.84,8.77,1.8,1.65,2.19,EoYnc,2013-10-05,2001-12-23
962,tv4Ov,Onder 13,2e meting,183.9,139.8,85.7,98.3,69.0,0.87,20.0,12.0,7.0,31.0,29.0,43.0,27.0,34.0,23.0,44.0,21.0,31.0,89.0,2.28,2.15,1.91,3.56,3.51,3.64,5.14,5.04,5.71,9.23,9.33,7.54,9.5,8.55,7.89,1.87,1.92,2.1,EoYnc,2014-04-05,2001-12-23
963,tv4Ov,Onder 14,1e meting,184.9,140.6,85.8,99.1,71.8,1.27,24.0,9.0,10.0,38.0,51.0,56.0,95.0,26.0,35.0,58.0,30.0,27.0,73.0,2.2,2.0,2.11,3.45,3.22,3.42,5.17,5.07,5.54,9.37,8.49,9.22,8.09,8.0,8.31,1.9,1.92,2.04,EoYnc,2014-10-05,2001-12-23
964,tv4Ov,Onder 14,2e meting,186.1,141.0,86.6,99.5,71.8,1.6,26.0,11.0,18.0,52.0,53.0,70.0,104.0,27.0,31.0,55.0,35.0,37.0,95.0,1.84,1.96,1.93,3.16,3.49,3.2,4.83,5.37,4.6,8.86,8.46,8.66,7.76,8.88,8.26,1.9,1.93,1.82,EoYnc,2015-04-05,2001-12-23
965,tv4Ov,Onder 15,1e meting,187.4,141.9,87.0,100.4,72.1,2.0,22.0,18.0,10.0,56.0,58.0,60.0,95.0,35.0,37.0,78.0,33.0,44.0,68.0,1.93,1.91,1.78,3.23,3.19,3.29,4.62,5.04,4.48,8.37,8.68,7.71,8.33,8.73,8.35,1.88,2.05,1.96,EoYnc,2015-10-05,2001-12-23
966,tv4Ov,Onder 15,2e meting,187.8,143.2,86.1,101.7,72.0,2.45,15.0,27.0,12.0,52.0,50.0,47.0,105.0,25.0,32.0,56.0,36.0,36.0,88.0,1.93,1.96,1.82,3.19,3.39,3.22,4.56,4.27,4.86,8.28,8.42,8.54,8.46,8.67,8.25,2.02,2.01,2.01,EoYnc,2016-04-05,2001-12-23
967,tv4Ov,Onder 16,1e meting,189.2,144.2,86.5,102.7,72.5,2.88,28.0,22.0,16.0,66.0,57.0,68.0,137.0,23.0,38.0,69.0,21.0,34.0,86.0,1.97,1.96,1.96,3.05,3.32,3.54,4.43,4.23,4.03,7.84,8.31,8.38,7.85,8.23,6.85,2.03,1.88,2.26,EoYnc,2016-10-05,2001-12-23
968,tv4Ov,Onder 16,2e meting,190.5,145.4,86.6,103.9,73.5,3.34,24.0,20.0,13.0,54.0,72.0,45.0,91.0,41.0,29.0,58.0,39.0,45.0,61.0,1.91,1.85,1.91,3.18,3.19,3.36,4.92,4.61,4.81,8.06,8.11,8.22,7.53,8.42,6.04,2.35,2.04,2.19,EoYnc,2017-04-05,2001-12-23
969,tv4Ov,Onder 17,1e meting,191.1,146.8,85.8,105.3,73.6,3.83,22.0,19.0,13.0,50.0,65.0,48.0,113.0,34.0,26.0,71.0,33.0,35.0,59.0,1.88,1.8,1.92,3.16,3.12,3.23,4.91,4.72,4.09,7.42,7.74,8.7,8.16,7.88,7.76,2.25,1.96,2.17,EoYnc,2017-10-05,2001-12-23
970,tv4Ov,Onder 17,2e meting,192.1,147.4,86.2,105.9,71.9,4.2,23.0,17.0,11.0,54.0,43.0,47.0,83.0,35.0,27.0,61.0,38.0,45.0,75.0,1.93,1.77,1.92,2.97,3.32,3.03,4.23,3.94,4.19,7.94,7.85,8.23,8.39,8.82,6.94,2.04,2.24,2.1,EoYnc,2018-04-05,2001-12-23
971,UrGFh,Onder 13,1e meting,173.5,130.8,84.2,89.3,58.8,-0.12,22.0,11.0,17.0,56.0,44.0,49.0,89.0,28.0,24.0,42.0,31.0,27.0,78.0,1.93,2.26,2.05,3.88,3.51,3.32,5.15,5.15,4.97,8.08,8.95,9.31,8.5,8.71,7.96,1.95,1.79,1.67,EoYnc,2013-10-05,2001-04-10
972,UrGFh,Onder 13,2e meting,174.6,132.8,83.3,91.3,63.5,0.42,22.0,16.0,4.0,44.0,58.0,46.0,89.0,24.0,36.0,39.0,24.0,30.0,67.0,1.86,1.99,2.19,3.51,3.71,3.19,4.76,5.45,4.73,8.87,8.57,9.0,9.3,8.79,9.29,1.72,2.13,1.65,EoYnc,2014-04-05,2001-04-10
973,UrGFh,Onder 14,1e meting,175.9,133.6,83.8,92.1,65.4,0.79,23.0,22.0,11.0,49.0,57.0,53.0,89.0,29.0,32.0,57.0,31.0,42.0,57.0,1.98,2.2,2.08,3.36,3.63,3.61,4.95,4.4,4.92,8.0,8.53,8.49,8.39,8.92,8.34,1.82,1.87,1.71,EoYnc,2014-10-05,2001-04-10
974,UrGFh,Onder 14,2e meting,177.1,133.8,84.8,92.3,65.1,1.07,25.0,21.0,6.0,65.0,44.0,44.0,95.0,33.0,27.0,54.0,33.0,33.0,83.0,1.86,2.12,2.17,3.66,3.69,3.25,4.77,5.06,5.02,8.14,8.55,8.5,9.08,9.45,8.27,2.04,2.14,2.07,EoYnc,2015-04-05,2001-04-10
975,UrGFh,Onder 15,1e meting,177.5,134.8,84.2,93.3,65.0,1.46,22.0,25.0,18.0,49.0,60.0,49.0,116.0,33.0,23.0,55.0,17.0,29.0,46.0,2.02,2.11,1.71,3.56,3.5,3.17,4.37,4.88,4.43,8.74,8.57,8.64,8.48,8.45,7.33,2.11,2.13,1.89,EoYnc,2015-10-05,2001-04-10
976,UrGFh,Onder 15,2e meting,179.3,135.9,84.9,94.4,66.6,1.88,30.0,19.0,10.0,83.0,52.0,53.0,118.0,35.0,30.0,72.0,21.0,45.0,65.0,1.85,1.82,1.83,3.38,3.32,3.35,4.83,4.22,4.46,9.12,8.57,8.64,8.39,8.2,9.42,2.16,1.91,1.92,EoYnc,2016-04-05,2001-04-10
977,UrGFh,Onder 16,1e meting,179.6,137.8,83.3,96.3,66.6,2.4,22.0,27.0,18.0,60.0,53.0,67.0,114.0,32.0,32.0,66.0,30.0,49.0,80.0,2.03,1.85,1.81,3.35,3.03,3.08,4.67,4.58,3.77,7.73,8.52,7.02,8.35,7.71,8.32,2.21,2.66,2.16,EoYnc,2016-10-05,2001-04-10
978,UrGFh,Onder 16,2e meting,180.6,138.2,83.9,96.7,65.2,2.72,24.0,20.0,12.0,40.0,48.0,54.0,106.0,29.0,32.0,83.0,31.0,38.0,65.0,1.76,1.9,1.89,3.3,3.28,3.11,4.11,4.96,4.14,8.2,8.17,7.91,8.52,8.02,7.9,2.38,1.57,2.12,EoYnc,2017-04-05,2001-04-10
979,UrGFh,Onder 17,1e meting,182.5,139.4,84.6,97.9,66.2,3.17,24.0,19.0,14.0,52.0,50.0,67.0,139.0,38.0,33.0,63.0,33.0,21.0,94.0,1.85,1.84,1.8,2.95,3.25,3.15,4.18,4.46,4.03,8.14,8.59,8.04,8.72,8.59,8.17,2.0,2.35,2.14,EoYnc,2017-10-05,2001-04-10
980,UrGFh,Onder 17,2e meting,183.1,140.1,84.5,98.6,66.5,3.55,21.0,17.0,15.0,34.0,40.0,63.0,106.0,31.0,31.0,64.0,41.0,39.0,82.0,1.68,1.88,2.11,3.15,2.9,3.1,4.47,4.48,4.41,8.78,7.41,8.0,8.6,7.99,8.3,2.02,2.15,2.18,EoYnc,2018-04-05,2001-04-10
981,uuoY7,Onder 13,1e meting,174.6,130.9,85.2,89.4,69.2,0.1,21.0,13.0,9.0,52.0,47.0,48.0,117.0,26.0,21.0,60.0,21.0,35.0,57.0,1.92,2.0,2.04,3.74,3.54,3.22,4.59,4.69,4.57,8.65,8.9,10.05,8.8,8.41,8.34,1.92,1.72,1.62,EoYnc,2013-10-05,2001-02-10
982,uuoY7,Onder 13,2e meting,176.4,132.2,85.7,90.7,73.8,0.56,22.0,21.0,8.0,66.0,47.0,54.0,82.0,28.0,29.0,42.0,28.0,33.0,39.0,2.06,2.21,2.13,3.77,3.84,3.62,5.39,5.03,5.1,8.16,8.73,9.43,8.56,8.99,8.21,1.8,1.74,1.75,EoYnc,2014-04-05,2001-02-10
983,uuoY7,Onder 14,1e meting,177.1,133.0,85.6,91.5,76.2,0.94,28.0,26.0,9.0,46.0,47.0,45.0,120.0,27.0,30.0,69.0,33.0,44.0,89.0,2.12,2.14,2.1,3.58,3.42,3.38,4.25,5.28,5.0,8.9,8.46,8.61,8.69,9.01,8.69,2.21,1.84,1.63,EoYnc,2014-10-05,2001-02-10
984,uuoY7,Onder 14,2e meting,177.6,134.1,85.0,92.6,76.7,1.34,18.0,10.0,19.0,50.0,32.0,58.0,98.0,26.0,29.0,47.0,38.0,23.0,86.0,2.0,2.27,2.11,3.51,3.53,3.26,4.65,5.14,5.04,8.47,8.17,8.57,8.15,8.43,8.76,2.01,2.04,2.02,EoYnc,2015-04-05,2001-02-10
985,uuoY7,Onder 15,1e meting,179.0,135.3,85.2,93.8,76.7,1.75,19.0,21.0,15.0,67.0,57.0,57.0,100.0,36.0,30.0,56.0,28.0,24.0,75.0,1.93,1.89,2.01,3.28,3.47,3.11,4.47,4.52,4.35,8.12,9.08,8.78,8.27,8.44,8.8,2.08,2.06,2.05,EoYnc,2015-10-05,2001-02-10
986,uuoY7,Onder 15,2e meting,179.6,136.8,84.3,95.3,76.4,2.21,27.0,18.0,0.0,56.0,69.0,60.0,124.0,32.0,34.0,69.0,32.0,33.0,71.0,2.1,2.06,1.99,3.46,3.16,3.33,4.83,4.88,4.09,8.06,8.64,8.84,7.99,8.39,7.43,1.68,1.69,1.97,EoYnc,2016-04-05,2001-02-10
987,uuoY7,Onder 16,1e meting,181.0,137.1,85.5,95.6,77.2,2.53,23.0,21.0,10.0,39.0,42.0,46.0,110.0,33.0,31.0,66.0,38.0,38.0,66.0,1.75,1.68,1.76,3.45,3.36,3.64,4.82,5.1,4.73,8.25,8.3,6.36,7.81,8.88,8.67,1.92,2.19,1.81,EoYnc,2016-10-05,2001-02-10
988,uuoY7,Onder 16,2e meting,181.9,138.8,84.6,97.3,77.2,3.03,14.0,24.0,15.0,72.0,61.0,55.0,120.0,23.0,44.0,65.0,46.0,42.0,40.0,2.06,1.75,1.78,3.35,3.19,3.37,4.58,4.44,3.6,8.02,8.24,9.48,8.73,8.24,8.22,2.43,1.9,2.2,EoYnc,2017-04-05,2001-02-10
989,uuoY7,Onder 17,1e meting,183.4,139.7,85.1,98.2,77.0,3.43,21.0,20.0,5.0,36.0,45.0,70.0,105.0,28.0,39.0,65.0,42.0,32.0,87.0,2.05,1.82,1.77,3.24,3.26,2.9,4.25,4.28,4.48,7.69,8.52,8.03,9.18,7.86,7.87,2.0,2.24,2.55,EoYnc,2017-10-05,2001-02-10
990,uuoY7,Onder 17,2e meting,183.7,140.0,85.3,98.5,75.7,3.74,21.0,21.0,26.0,61.0,62.0,65.0,106.0,32.0,35.0,64.0,28.0,42.0,71.0,1.89,1.86,1.94,3.37,3.13,3.17,4.27,4.67,4.45,8.4,8.08,8.52,7.86,8.65,7.71,2.08,2.12,2.27,EoYnc,2018-04-05,2001-02-10
991,V0lMx,Onder 13,1e meting,151.8,117.5,75.8,76.0,34.7,-1.92,23.0,22.0,15.0,47.0,41.0,38.0,124.0,29.0,29.0,35.0,24.0,34.0,79.0,1.81,1.97,1.72,3.21,3.63,3.38,5.37,4.78,4.49,8.85,9.51,8.91,8.73,8.84,10.2,1.91,2.1,1.84,EoYnc,2013-10-05,2001-05-20
992,V0lMx,Onder 13,2e meting,153.7,119.5,75.7,78.0,39.3,-1.42,18.0,17.0,10.0,47.0,47.0,54.0,87.0,22.0,32.0,57.0,26.0,27.0,52.0,2.16,2.25,1.65,3.66,3.68,3.32,5.45,4.83,5.41,8.59,8.85,7.91,8.04,8.49,8.29,1.75,1.87,1.84,EoYnc,2014-04-05,2001-05-20
993,V0lMx,Onder 14,1e meting,154.5,120.0,76.0,78.5,42.1,-1.11,18.0,24.0,4.0,65.0,51.0,64.0,92.0,22.0,38.0,59.0,33.0,42.0,36.0,1.86,2.18,1.78,3.25,3.4,3.61,4.85,4.65,5.37,8.58,7.89,8.76,8.62,8.63,8.57,2.06,2.19,1.83,EoYnc,2014-10-05,2001-05-20
994,V0lMx,Onder 14,2e meting,155.5,120.8,76.2,79.3,41.4,-0.81,21.0,23.0,7.0,49.0,51.0,42.0,100.0,26.0,30.0,43.0,26.0,45.0,64.0,1.78,1.92,1.85,3.31,3.26,3.69,5.42,5.14,4.81,8.25,8.5,8.76,8.47,9.01,7.97,1.82,1.99,1.76,EoYnc,2015-04-05,2001-05-20
995,V0lMx,Onder 15,1e meting,156.4,122.1,75.8,80.6,42.6,-0.41,22.0,16.0,24.0,54.0,51.0,50.0,94.0,24.0,29.0,63.0,24.0,41.0,79.0,1.88,1.88,1.94,3.22,3.48,3.27,3.97,4.46,4.86,8.44,8.84,8.0,8.72,8.86,7.42,2.12,1.85,2.37,EoYnc,2015-10-05,2001-05-20
996,V0lMx,Onder 15,2e meting,157.2,122.9,75.9,81.4,42.7,-0.08,24.0,31.0,21.0,77.0,58.0,51.0,120.0,30.0,32.0,64.0,34.0,40.0,54.0,1.8,1.86,1.98,3.07,3.37,3.0,4.94,4.72,4.56,8.87,7.73,8.83,7.99,8.34,7.64,2.1,1.88,2.29,EoYnc,2016-04-05,2001-05-20
997,V0lMx,Onder 16,1e meting,158.6,124.1,76.0,82.6,41.2,0.28,18.0,26.0,24.0,74.0,37.0,53.0,129.0,28.0,27.0,63.0,33.0,32.0,73.0,2.19,2.08,1.82,3.24,3.43,3.12,4.61,4.57,4.05,8.01,7.72,7.74,8.92,7.53,7.3,2.09,1.79,2.3,EoYnc,2016-10-05,2001-05-20
998,V0lMx,Onder 16,2e meting,159.2,125.4,75.3,83.9,42.0,0.71,21.0,23.0,14.0,62.0,48.0,56.0,60.0,35.0,30.0,52.0,31.0,34.0,105.0,2.07,1.9,1.86,3.37,2.96,3.52,4.43,4.15,5.01,8.18,7.69,9.12,8.41,7.89,7.15,2.16,1.99,1.79,EoYnc,2017-04-05,2001-05-20
999,V0lMx,Onder 17,1e meting,160.5,125.5,76.5,84.0,42.2,0.95,22.0,20.0,11.0,62.0,56.0,51.0,113.0,29.0,40.0,56.0,29.0,42.0,65.0,1.76,1.79,1.75,3.46,3.23,3.01,4.55,4.58,4.42,7.84,7.4,6.97,8.22,8.55,7.42,2.08,2.34,2.39,EoYnc,2017-10-05,2001-05-20
1000,V0lMx,Onder 17,2e meting,161.1,126.7,75.9,85.2,42.2,1.36,29.0,25.0,25.0,48.0,38.0,52.0,112.0,30.0,32.0,57.0,44.0,49.0,100.0,1.99,1.93,1.84,2.93,2.97,3.27,4.17,4.76,4.2,8.92,8.64,7.96,7.54,7.71,7.84,2.27,2.65,2.25,EoYnc,2018-04-05,2001-05-20
1001,VQDPF,Onder 13,1e meting,151.8,117.5,75.8,76.0,43.5,-1.82,19.0,1.0,11.0,44.0,55.0,56.0,56.0,33.0,32.0,50.0,27.0,35.0,58.0,2.06,2.23,2.08,3.5,3.37,3.4,5.15,4.78,4.43,8.82,8.83,10.11,8.66,8.73,9.5,1.67,1.88,1.77,EoYnc,2013-10-05,2001-06-15
1002,VQDPF,Onder 13,2e meting,153.0,119.5,75.0,78.0,46.7,-1.34,24.0,7.0,13.0,42.0,52.0,47.0,75.0,22.0,29.0,46.0,35.0,32.0,51.0,2.04,2.01,2.19,3.51,3.56,3.29,5.26,4.93,4.6,9.07,8.8,8.17,8.23,9.21,8.43,1.9,1.9,1.95,EoYnc,2014-04-05,2001-06-15
1003,VQDPF,Onder 14,1e meting,154.0,120.5,75.0,79.0,50.5,-0.95,21.0,23.0,20.0,52.0,47.0,47.0,102.0,30.0,26.0,71.0,25.0,34.0,66.0,1.92,1.94,1.78,3.02,3.26,3.31,5.11,4.51,3.87,7.49,8.28,8.58,8.73,8.94,8.58,1.93,2.06,2.16,EoYnc,2014-10-05,2001-06-15
1004,VQDPF,Onder 14,2e meting,155.7,121.3,75.9,79.8,50.4,-0.65,26.0,18.0,10.0,59.0,51.0,67.0,98.0,33.0,32.0,60.0,31.0,31.0,41.0,2.09,1.97,2.07,3.27,3.15,3.96,4.39,4.34,4.71,8.73,8.08,8.14,8.79,9.12,8.76,1.49,1.7,1.73,EoYnc,2015-04-05,2001-06-15
1005,VQDPF,Onder 15,1e meting,156.8,121.8,76.4,80.3,51.3,-0.35,27.0,20.0,23.0,59.0,47.0,56.0,101.0,25.0,26.0,59.0,30.0,36.0,69.0,2.1,1.86,1.94,3.29,3.35,3.35,5.2,4.65,4.62,7.77,8.85,8.55,7.87,7.97,9.12,2.0,2.05,2.12,EoYnc,2015-10-05,2001-06-15
1006,VQDPF,Onder 15,2e meting,157.6,123.0,76.1,81.5,51.2,0.02,25.0,19.0,13.0,58.0,43.0,54.0,104.0,27.0,29.0,70.0,35.0,35.0,80.0,1.79,2.07,1.8,3.22,3.25,3.4,4.57,4.52,5.22,8.16,8.5,7.64,8.21,8.19,8.47,1.79,1.97,2.07,EoYnc,2016-04-05,2001-06-15
1007,VQDPF,Onder 16,1e meting,158.1,124.1,75.5,82.6,50.0,0.38,21.0,21.0,13.0,55.0,54.0,63.0,105.0,27.0,27.0,56.0,38.0,42.0,80.0,1.8,1.82,1.82,3.17,3.06,3.55,4.72,4.67,4.67,7.85,7.9,7.41,8.53,8.04,6.13,2.06,2.15,2.38,EoYnc,2016-10-05,2001-06-15
1008,VQDPF,Onder 16,2e meting,158.8,124.9,75.4,83.4,50.6,0.73,22.0,18.0,10.0,62.0,63.0,47.0,88.0,36.0,34.0,49.0,35.0,40.0,70.0,1.9,1.87,1.69,3.23,2.99,3.25,4.34,4.37,3.93,8.02,8.67,9.35,8.29,8.32,8.91,1.74,2.29,2.22,EoYnc,2017-04-05,2001-06-15
1009,VQDPF,Onder 17,1e meting,160.2,125.6,76.1,84.1,50.5,1.05,19.0,30.0,9.0,72.0,63.0,59.0,135.0,29.0,31.0,74.0,29.0,41.0,94.0,2.02,1.74,1.95,3.29,3.09,3.0,4.18,4.28,4.69,8.93,7.38,7.48,8.01,7.56,8.38,2.21,2.28,2.39,EoYnc,2017-10-05,2001-06-15
1010,VQDPF,Onder 17,2e meting,161.7,126.6,76.6,85.1,51.2,1.44,22.0,12.0,25.0,49.0,64.0,59.0,117.0,31.0,43.0,66.0,36.0,35.0,73.0,1.94,1.94,1.84,3.14,3.27,3.02,4.54,4.43,4.42,8.17,8.21,7.64,7.8,8.82,7.69,2.21,2.86,2.47,EoYnc,2018-04-05,2001-06-15
1011,VWYTL,Onder 13,1e meting,190.5,141.7,90.3,100.2,84.6,1.27,15.0,23.0,16.0,52.0,46.0,45.0,54.0,21.0,25.0,52.0,35.0,32.0,49.0,2.14,2.02,1.97,3.55,3.59,3.76,4.8,5.03,4.63,9.21,8.8,7.94,9.76,8.46,9.0,1.54,1.92,2.14,EoYnc,2013-10-05,2001-06-25
